# Godzilla Pro device positions, from the game binary.
# 575 records (coil=10 led=506 switch=59), 164 on the playfield image.
# playfield image: assets/nuk/images/Test/scaled_godzilla_pro_playfield.png (313x710)
# class   name                                   x     y    w    h  grp index  conn   image
coil      RIGHT SCOOP                          251   413   20   20    6     7         playfield
coil      GODZILLA MAGNET                      250   357   20   20    6     8         playfield
coil      COIN ENABLE                           74   221   20   20    7     6         playfield
led       START BUTTON                         268   255   30   30    5     1         System/TestMode/spike_2_cabinet_front_cropped
led       TOURNAMENT START                     102   228   30   30    5     2         System/TestMode/spike_2_cabinet_front_cropped
led       LOCKDOWN BUTTON-G                    102   277   30   30    5     3         System/TestMode/spike_2_cabinet_front_cropped
led       LOCKDOWN BUTTON-R                    250   169   30   30    5     4         System/TestMode/spike_2_cabinet_front_cropped
led       LOCKDOWN BUTTON-B                    250   169   30   30    5     5         System/TestMode/spike_2_cabinet_front_cropped
led       LOWER PLAYFIELD GI-RED(X4)           250   169   30   30    5     7         System/TestMode/spike_2_cabinet_front_cropped
led       RIGHT OUTLANE                        242   472   20   20    6     4         playfield
led       LEFT RETURN LANE                     264   498   20   20    6     5         playfield
led       LEFT OUTLANE                          53   472   20   20    6     6         playfield
led       SAUCER                                29   498   20   20    6     7  8b     playfield
led       FIGHTER RIGHT 1                      225   450   20   20    6     8  8b     playfield
led       FIGHTER RIGHT 2                      239   549   20   20    6     9  8b     playfield
led       FIGHTER RIGHT 3                      227   558   20   20    6    10  8b     playfield
led       ADV FIGHTER RIGHT                    215   566   20   20    6    11  8b     playfield
led       SCOOP BB-BATTLE                      225   537   20   20    6    12  8b     playfield
led       SCOOP BB-GODZILLA PWR UP             254   346   20   20    6    14  8b     playfield
led       SCOOP BB-SUMMON ALLY                 254   346   20   20    6    15  8b     playfield
led       BOTTOM SAUCER-R                      254   346   20   20    6    16  8b     playfield
led       BOTTOM SAUCER-G                      215   436   20   20    6    17  8b     playfield
led       BOTTOM SAUCER-B                      215   436   20   20    6    18  8b     playfield
led       SELECT CITY                          215   436   20   20    6    19  8b     playfield
led       TANK 6                               236   380   20   20    6    21  8b     playfield
led       ATTACK MECHA                         227   394   20   20    6    22  8b     playfield
led       MECHA LANE-R                         200   381   20   20    6    23  8b     playfield
led       MECHA LANE-G                         282   393   20   20    6    24  8b     playfield
led       MECHA LANE-B                         282   393   20   20    6    25  8b     playfield
led       MOTHRA                               282   393   20   20    6    26  8b     playfield
led       TOP SAUCER-R                         199   424   20   20    6    27  8b     playfield
led       TOP SAUCER-G                         209   410   20   20    6    28  8b     playfield
led       TOP SAUCER-B                         209   410   20   20    6    29  8b     playfield
led       SHIELD LEFT-R                        209   410   20   20    6    30  8b     playfield
led       SHIELD LEFT-G                        188   308   20   20    6    31  8b     playfield
led       SHIELD LEFT-B                        188   308   20   20    6    32  8b     playfield
led       SHIELD RIGHT-R                       188   308   20   20    6    33  8b     playfield
led       SHIELD RIGHT-G                       223   335   20   20    6    34  8b     playfield
led       SHIELD RIGHT-B                       223   335   20   20    6    35  8b     playfield
led       SHIELD CENTER-R                      223   335   20   20    6    36  8b     playfield
led       SHIELD CENTER-G                      195   332   20   20    6    37  8b     playfield
led       SHIELD CENTER-B                      195   332   20   20    6    38  8b     playfield
led       RODAN                                195   332   20   20    6    39  8b     playfield
led       POP BUMPER-R                         178   421   20   20    6    41  8b     playfield
led       POP BUMPER-G                         251   413   20   20    6    42  8b     playfield
led       POP BUMPER-B                         251   413   20   20    6    43  8b     playfield
led       ANGUIRUS                             251   413   20   20    6    44  8b     playfield
led       MASER FIRE FLASH                     186   439   20   20    6    47  8c     playfield
led       FIGHTER LEFT 1                        91   438   20   20    6    48  8c     playfield
led       FIGHTER LEFT 2                        57   549   20   20    6    49  8c     playfield
led       FIGHTER LEFT 3                        69   558   20   20    6    50  8c     playfield
led       ADV FIGHTER LEFT                      80   566   20   20    6    51  8c     playfield
led       SHOOT AGAIN (X2)                      69   537   20   20    6    52  8c     playfield
led       TANK 1                                77   405   20   20    6    54  8c     playfield
led       LEFT SPINNER-R                        69   391   20   20    6    55  8c     playfield
led       LEFT SPINNER-G                        55   373   20   20    6    56  8c     playfield
led       LEFT SPINNER-B                        55   373   20   20    6    57  8c     playfield
led       MASER FLASH                           55   373   20   20    6    58  8c     playfield
led       BUILDING SPOT                         30   388   20   20    6    59  8c     playfield
led       MASER                                 57   382   20   20    6    60  8c     playfield
led       MASER READY                           51   417   20   20    6    62  8c     playfield
led       UPPER PLAYFIELD GI-RED(X9)            67   425   20   20    6    63         playfield
led       BRIDGE                               127   392   20   20    7     8  9a     playfield
led       POWER                                146   392   20   20    7     9  9a     playfield
led       RIGHT BB-BASH BUILDING               166   386   20   20    7    10  9a     playfield
led       RIGHT BB-LITE BATTLE                 476    39   20   20    7    11  9a     Test/scaled_godzilla_pro_backpanel
led       RIGHT BB-BRIDGE OUT                  476    61   20   20    7    12  9a     Test/scaled_godzilla_pro_backpanel
led       BACKPANEL RIGHT FLASH                476    83   20   20    7    13  9a     Test/scaled_godzilla_pro_backpanel
led       PARIS                                413    61   20   20    7    14  9a     Test/scaled_godzilla_pro_backpanel
led       TOKYO                                145   374   20   20    7    15  9a     playfield
led       RIGHT RAMP-R                         155   360   20   20    7    16  9a     playfield
led       RIGHT RAMP-G                         199   189   20   20    7    17  9a     playfield
led       RIGHT RAMP-B                         199   189   20   20    7    18  9a     playfield
led       TANK 5                               199   189   20   20    7    19  9a     playfield
led       POWERLINE RIGHT                      192   205   20   20    7    20  9a     playfield
led       HEAT RAY L1                          212   204   20   20    7    21  9a     playfield
led       HEAT RAY L2                          169   184   20   20    7    22  9a     playfield
led       HEAT RAY L3                          172   172   20   20    7    23  9a     playfield
led       HEAT RAY                             176   159   20   20    7    24  9a     playfield
led       PLANET X                             180   144   20   20    7    25  9a     playfield
led       MECHA WIZ                            137   353   20   20    7    26  9a     playfield
led       KING OF THE MONSTERS WIZ             160   328   20   20    7    27  9a     playfield
led       MONSTER ZERO WIZ                     137   331   20   20    7    28  9a     playfield
led       NY                                   114   328   20   20    7    29  9a     playfield
led       BIG LOOP-R                           118   360   20   20    7    30  9a     playfield
led       BIG LOOP-G                           195   251   20   20    7    31  9a     playfield
led       BIG LOOP-B                           195   251   20   20    7    32  9a     playfield
led       DESTRUCTION JACKPOT                  195   251   20   20    7    33  9a     playfield
led       TAIL WHIP                            170   273   20   20    7    34  9a     playfield
led       GLOBE FLASH                          176   297   20   20    7    35  9a     playfield
led       LONDON                               287   206   20   20    7    36  9a     playfield
led       TANKS                                128   374   20   20    7    38  9a     playfield
led       TANK 2                               107   386   20   20    7    39  9b     playfield
led       ADV TRAIN                             76   287   20   20    7    40  9b     playfield
led       ATTACK BRIDGE                         83   304   20   20    7    41  9b     playfield
led       TANK 3                               102   292   20   20    7    42  9b     playfield
led       MAGNA GRAB                            95   276   20   20    7    43  9b     playfield
led       SKILL SHOT                            89   260   20   20    7    44  9b     playfield
led       LEFT RAMP-R                           49   284   20   20    7    47  9b     playfield
led       LEFT RAMP-G                           69   272   20   20    7    48  9b     playfield
led       LEFT RAMP-B                           69   272   20   20    7    49  9b     playfield
led       LEFT BB-BASH BUILDING                 69   272   20   20    7    50  9b     playfield
led       LEFT BB-LITE BATTLE                   51    75   20   20    7    51  9b     Test/scaled_godzilla_pro_backpanel
led       LEFT BB-BRIDGE OUT                    51   111   20   20    7    52  9b     Test/scaled_godzilla_pro_backpanel
led       BACKPANEL LEFT FLASH                  51   147   20   20    7    53  9b     Test/scaled_godzilla_pro_backpanel
led       MOTHRA FLASH                          76    50   20   20    7    54  9c     Test/scaled_godzilla_pro_backpanel
led       TOP SPINNER FLASH                    343    76   20   20    7    59  9c     Test/scaled_godzilla_pro_backpanel
led       TESLA STRIKE                         172   100   20   20    7    60  9c     playfield
led       TANK 4                               159   242   20   20    7    62  9c     playfield
led       TOP SPINNER-R                        162   223   20   20    7    66  9c     playfield
led       TOP SPINNER-G                        165   207   20   20    7    67  9c     playfield
led       TOP SPINNER-B                        165   207   20   20    7    68  9c     playfield
led       POWERLINE CENTER                     165   207   20   20    7    69  9c     playfield
led       LITE DESTRUCTION JACKPOT             144   216   20   20    7    70  9c     playfield
led       BUILDING FIRE LEFT 2-R               124   220   20   20    7    71  9c     playfield
led       BUILDING FIRE LEFT 2-G               117   254   20   20    7    72  9c     playfield
led       BUILDING FIRE LEFT 3-R               117   254   20   20    7    73  9c     playfield
led       BUILDING FIRE LEFT 3-G               116   239   20   20    7    74  9c     playfield
led       BUILDING-R                           116   239   20   20    7    75  9c     playfield
led       BUILDING-G                           123   202   20   20    7    76  9c     playfield
led       BUILDING-B                           123   202   20   20    7    77  9c     playfield
led       POWERLINE LEFT                       123   202   20   20    7    78  9c     playfield
led       BUILDING FIRE RIGHT 3-R              104   219   20   20    7    79  9c     playfield
led       BUILDING FIRE RIGHT 3-G              135   238   20   20    7    80  9c     playfield
led       BUILDING FIRE RIGHT 2-R              135   238   20   20    7    81  9c     playfield
led       BUILDING FIRE RIGHT 2-G              136   254   20   20    7    82  9c     playfield
led       BUILDING FIRE RIGHT 1-R              136   254   20   20    7    83  9c     playfield
led       BUILDING FIRE RIGHT 1-G              137   265   20   20    7    84  9c     playfield
led       BUILDING FIRE LEFT 1-R               137   265   20   20    7    85  9c     playfield
led       BUILDING FIRE LEFT 1-G               118   267   20   20    7    86  9c     playfield
led       TANK 1A-G                            118   267   20   20    7    87         playfield
led       TANK 1A-R                             45   133   20   20    8     0         Test/scaled_godzilla_topper
led       TANK 1A-B                             45   133   20   20    8     1         Test/scaled_godzilla_topper
led       TANK 1B-G                             45   133   20   20    8     2         Test/scaled_godzilla_topper
led       TANK 1B-R                             45   133   20   20    8     3         Test/scaled_godzilla_topper
led       TANK 1B-B                             45   133   20   20    8     4         Test/scaled_godzilla_topper
led       TANK 2A-G                             45   133   20   20    8     5         Test/scaled_godzilla_topper
led       TANK 2A-R                             84   119   20   20    8     6         Test/scaled_godzilla_topper
led       TANK 2A-B                             84   119   20   20    8     7         Test/scaled_godzilla_topper
led       TANK 2B-G                             84   119   20   20    8     8         Test/scaled_godzilla_topper
led       TANK 2B-R                             93   119   20   20    8     9         Test/scaled_godzilla_topper
led       TANK 2B-B                             93   119   20   20    8    10         Test/scaled_godzilla_topper
led       TANK 3A-G                             93   119   20   20    8    11         Test/scaled_godzilla_topper
led       TANK 3A-R                            137   128   20   20    8    12         Test/scaled_godzilla_topper
led       TANK 3A-B                            137   128   20   20    8    13         Test/scaled_godzilla_topper
led       TANK 3B-G                            137   128   20   20    8    14         Test/scaled_godzilla_topper
led       TANK 3B-R                            149   128   20   20    8    15         Test/scaled_godzilla_topper
led       TANK 3B-B                            149   128   20   20    8    16         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT A-G                149   128   20   20    8    17         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT A-R                135    57   20   20    8    18         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT A-B                135    57   20   20    8    19         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT B-G                135    57   20   20    8    20         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT B-R                135    57   20   20    8    21         Test/scaled_godzilla_topper
led       TOPPER PANEL LEFT B-B                135    57   20   20    8    22         Test/scaled_godzilla_topper
led       HEAT RAY 1-G                         135    57   20   20    8    23         Test/scaled_godzilla_topper
led       HEAT RAY 1-R                         321    68   20   20    8    24         Test/scaled_godzilla_topper
led       HEAT RAY 1-B                         321    68   20   20    8    25         Test/scaled_godzilla_topper
led       HEAT RAY 2-G                         321    68   20   20    8    26         Test/scaled_godzilla_topper
led       HEAT RAY 2-R                         314    75   20   20    8    27         Test/scaled_godzilla_topper
led       HEAT RAY 2-B                         314    75   20   20    8    28         Test/scaled_godzilla_topper
led       HEAT RAY 3-G                         314    75   20   20    8    29         Test/scaled_godzilla_topper
led       HEAT RAY 3-R                         305    86   20   20    8    30         Test/scaled_godzilla_topper
led       HEAT RAY 3-B                         305    86   20   20    8    31         Test/scaled_godzilla_topper
led       HEAT RAY 4-G                         305    86   20   20    8    32         Test/scaled_godzilla_topper
led       HEAT RAY 4-R                         296    94   20   20    8    33         Test/scaled_godzilla_topper
led       HEAT RAY 4-B                         296    94   20   20    8    34         Test/scaled_godzilla_topper
led       HEAT RAY 5-G                         296    94   20   20    8    35         Test/scaled_godzilla_topper
led       HEAT RAY 5-R                         285   107   20   20    8    36         Test/scaled_godzilla_topper
led       HEAT RAY 5-B                         285   107   20   20    8    37         Test/scaled_godzilla_topper
led       HEAT RAY 6-G                         285   107   20   20    8    38         Test/scaled_godzilla_topper
led       HEAT RAY 6-R                         277   115   20   20    8    39         Test/scaled_godzilla_topper
led       HEAT RAY 6-B                         277   115   20   20    8    40         Test/scaled_godzilla_topper
led       HEAT RAY 7-G                         277   115   20   20    8    41         Test/scaled_godzilla_topper
led       HEAT RAY 7-R                         296   120   20   20    8    42         Test/scaled_godzilla_topper
led       HEAT RAY 7-B                         296   120   20   20    8    43         Test/scaled_godzilla_topper
led       HEAT RAY 8-G                         296   120   20   20    8    44         Test/scaled_godzilla_topper
led       HEAT RAY 8-R                         303   128   20   20    8    45         Test/scaled_godzilla_topper
led       HEAT RAY 8-B                         303   128   20   20    8    46         Test/scaled_godzilla_topper
led       HEAT RAY 9-G                         303   128   20   20    8    47         Test/scaled_godzilla_topper
led       HEAT RAY 9-R                         315   129   20   20    8    48         Test/scaled_godzilla_topper
led       HEAT RAY 9-B                         315   129   20   20    8    49         Test/scaled_godzilla_topper
led       HEAT RAY 10-G                        315   129   20   20    8    50         Test/scaled_godzilla_topper
led       HEAT RAY 10-R                        304   136   20   20    8    51         Test/scaled_godzilla_topper
led       HEAT RAY 10-B                        304   136   20   20    8    52         Test/scaled_godzilla_topper
led       HEAT RAY 11-G                        304   136   20   20    8    53         Test/scaled_godzilla_topper
led       HEAT RAY 11-R                        290   136   20   20    8    54         Test/scaled_godzilla_topper
led       HEAT RAY 11-B                        290   136   20   20    8    55         Test/scaled_godzilla_topper
led       HEAT RAY 12-G                        290   136   20   20    8    56         Test/scaled_godzilla_topper
led       HEAT RAY 12-R                        263   121   20   20    8    57         Test/scaled_godzilla_topper
led       HEAT RAY 12-B                        263   121   20   20    8    58         Test/scaled_godzilla_topper
led       HEAT RAY 13-G                        263   121   20   20    8    59         Test/scaled_godzilla_topper
led       HEAT RAY 13-R                        263   113   20   20    8    60         Test/scaled_godzilla_topper
led       HEAT RAY 13-B                        263   113   20   20    8    61         Test/scaled_godzilla_topper
led       HEAT RAY 14-G                        263   113   20   20    8    62         Test/scaled_godzilla_topper
led       HEAT RAY 14-R                        247   118   20   20    8    63         Test/scaled_godzilla_topper
led       HEAT RAY 14-B                        247   118   20   20    8    64         Test/scaled_godzilla_topper
led       HEAT RAY 15-G                        247   118   20   20    8    65         Test/scaled_godzilla_topper
led       HEAT RAY 15-R                        262   139   20   20    8    66         Test/scaled_godzilla_topper
led       HEAT RAY 15-B                        262   139   20   20    8    67         Test/scaled_godzilla_topper
led       HEAT RAY 16-G                        262   139   20   20    8    68         Test/scaled_godzilla_topper
led       HEAT RAY 16-R                        222   137   20   20    8    69         Test/scaled_godzilla_topper
led       HEAT RAY 16-B                        222   137   20   20    8    70         Test/scaled_godzilla_topper
led       HEAT RAY 17-G                        222   137   20   20    8    71         Test/scaled_godzilla_topper
led       HEAT RAY 17-R                        218   127   20   20    8    72         Test/scaled_godzilla_topper
led       HEAT RAY 17-B                        218   127   20   20    8    73         Test/scaled_godzilla_topper
led       HEAT RAY 18-G                        218   127   20   20    8    74         Test/scaled_godzilla_topper
led       HEAT RAY 18-R                        209   138   20   20    8    75         Test/scaled_godzilla_topper
led       HEAT RAY 18-B                        209   138   20   20    8    76         Test/scaled_godzilla_topper
led       HEAT RAY 19-G                        209   138   20   20    8    77         Test/scaled_godzilla_topper
led       HEAT RAY 19-R                        202   138   20   20    8    78         Test/scaled_godzilla_topper
led       HEAT RAY 19-B                        202   138   20   20    8    79         Test/scaled_godzilla_topper
led       HEAT RAY 20-G                        202   138   20   20    8    80         Test/scaled_godzilla_topper
led       HEAT RAY 20-R                        196   128   20   20    8    81         Test/scaled_godzilla_topper
led       HEAT RAY 20-B                        196   128   20   20    8    82         Test/scaled_godzilla_topper
led       HEAT RAY 21-G                        196   128   20   20    8    83         Test/scaled_godzilla_topper
led       HEAT RAY 21-R                        188   138   20   20    8    84         Test/scaled_godzilla_topper
led       HEAT RAY 21-B                        188   138   20   20    8    85         Test/scaled_godzilla_topper
led       GODZILLA 1A-G                        188   138   20   20    8    86         Test/scaled_godzilla_topper
led       GODZILLA 1A-R                        371   143   20   20    8    87         Test/scaled_godzilla_topper
led       GODZILLA 1A-B                        371   143   20   20    8    88         Test/scaled_godzilla_topper
led       GODZILLA 1B-G                        371   143   20   20    8    89         Test/scaled_godzilla_topper
led       GODZILLA 1B-R                        387   143   20   20    8    90         Test/scaled_godzilla_topper
led       GODZILLA 1B-B                        387   143   20   20    8    91         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT A-G               387   143   20   20    8    92         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT A-R               398    74   20   20    8    93         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT A-B               398    74   20   20    8    94         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT B-G               398    74   20   20    8    95         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT B-R               398    74   20   20    8    96         Test/scaled_godzilla_topper
led       TOPPER PANEL RIGHT B-B               398    74   20   20    8    97         Test/scaled_godzilla_topper
led       FLAME PANEL-L                        398    74   20   20    8    98  CN4    Test/scaled_godzilla_topper
led       FLAME PANEL-C                         82    89   20   20    8   450  CN4    Test/scaled_godzilla_topper
led       FLAME PANEL-R                        186    84   20   20    8   453  CN4    Test/scaled_godzilla_topper
led       GODZILLA FLASHER                     273    77   20   20    8   456  CN4    Test/scaled_godzilla_topper
led       DIP 1                                337   134   20   20    8   459         Test/scaled_godzilla_topper
switch    DIP 2                                398   195   20   20    4     0         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 3                                404   195   20   20    4     1         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 4                                410   195   20   20    4     2         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 5                                416   195   20   20    4     3         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 6                                422   195   20   20    4     4         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 7                                428   195   20   20    4     5         System/TestMode/cpu_board_from_manual_cropped
switch    DIP 8                                434   195   20   20    4     6         System/TestMode/cpu_board_from_manual_cropped
switch    SERVICE SELECT                       440   195   20   20    4     7         System/TestMode/cpu_board_from_manual_cropped
switch    SERVICE PLUS                         311   189   30   30    4     8         System/TestMode/chuck_buttons_cropped
switch    SERVICE MINUS                        272   173   30   30    4     9         System/TestMode/chuck_buttons_cropped
switch    SERVICE BACK                         233   158   30   30    4    10         System/TestMode/chuck_buttons_cropped
switch    HEADPHONE DETECT                     193   142   30   30    4    11         System/TestMode/chuck_buttons_cropped
switch    CENTER COIN                          261   334   30   30    5    16         System/TestMode/spike_2_cabinet_front_cropped
switch    RIGHT COIN                           203   342   51   50    5    17         System/TestMode/spike_2_cabinet_front_cropped
switch    FOURTH COIN                          299   334   30   30    5    18         System/TestMode/spike_2_cabinet_front_cropped
switch    FIFTH COIN                           203   342   51   50    5    19         System/TestMode/spike_2_cabinet_front_cropped
switch    SIXTH COIN                           203   342   51   50    5    20         System/TestMode/spike_2_cabinet_front_cropped
switch    SLAM TILT                            203   342   51   50    5    21         System/TestMode/spike_2_cabinet_front_cropped
switch    LEFT SPINNER                          43   288   20   20    6     8         playfield
switch    MASER TARGET                          50   359   20   20    6     9         playfield
switch    POP BUMPER                            37   406   20   20    6    10         playfield
switch    MECHA EXIT TOP                       251   413   20   20    6    11         playfield
switch    MECHA EXIT BOTTOM                    282   364   20   20    6    12         playfield
switch    UP LEFT FLIPPER EOS                  263   439   20   20    6    13         playfield
switch    RIGHT SCOOP                           72   324   20   20    6    14         playfield
switch    LEFT FLIPPER EOS                     250   359   20   20    6    15         playfield
switch    LEFT OUTLANE                         120   575   20   20    6    16         playfield
switch    LEFT RETURN LANE                      29   530   20   20    6    17         playfield
switch    RIGHT RETURN LANE                     53   505   20   20    6    18         playfield
switch    RIGHT OUTLANE                        241   505   20   20    6    19         playfield
switch    RIGHT FLIPPER BUTTON                 264   530   20   20    6    20         playfield
switch    LEFT FLIPPER BUTTON                  301   656   20   20    6    24         playfield
switch    UP LEFT FLIP BUTTON                   12   656   20   20    6    25         playfield
switch    SHOOTER LANE                          12   656   20   20    6    27         playfield
switch    RIGHT SLINGSHOT                      283   608   20   20    6    28         playfield
switch    LEFT SLINGSHOT                       217   503   20   20    6    29         playfield
switch    RIGHT FLIPPER EOS                     78   503   20   20    6    30         playfield
switch    TROUGH 6                             169   575   20   20    6    31  8a     playfield
switch    TROUGH 5                             210   635   20   20    6    32  8a     playfield
switch    TROUGH 4                             219   630   20   20    6    33  8a     playfield
switch    TROUGH 3                             228   626   20   20    6    34  8a     playfield
switch    TROUGH 2                             236   621   20   20    6    35  8a     playfield
switch    TROUGH 1                             245   617   20   20    6    36  8a     playfield
switch    TROUGH JAM                           254   612   20   20    6    37  8a     playfield
switch    L RAMP MADE OPTO                     254   607   20   20    6    38         playfield
switch    BIG LOOP EXIT                         62    82   20   20    7     8         playfield
switch    BUILDING EXIT                         90    82   20   20    7     9         playfield
switch    GODZILLA TARGET                       70   162   20   20    7    10         playfield
switch    BUILDING HIT OPTO                     72   215   20   20    7    11         playfield
switch    PWRLINE LEFT TGT                     121   178   20   20    7    12         playfield
switch    PWRLINE CENTER TGT                   102   206   20   20    7    13         playfield
switch    PWRLINE RIGHT TGT                    144   202   20   20    7    14         playfield
switch    R RAMP MADE OPTO                     223   194   20   20    7    15         playfield
switch    BIG LOOP ENTER                       225    32   20   20    7    17         playfield
switch    TOP SPINNER                          268    96   20   20    7    20         playfield
switch    RIGHT SPINNER                        181   141   20   20    7    21         playfield
switch    SHIELD TARGET LEFT                   227   329   20   20    7    28         playfield
switch    SHIELD TARGET RIGHT                  201   300   20   20    7    29         playfield
switch    GODZILLA MAGNET FIRED VIRTUAL        202   319   20   20    7    31         playfield
